都道府県名,municipality,town,小字・通称名,街区符号・地番,座標系番号,Ｘ座標,Ｙ座標,latitude,longitude,住居表示フラグ,代表フラグ,更新前履歴フラグ,更新後履歴フラグ
愛知県,半田市,乙川若宮町,,67,7,-120779.8,-20353.2,34.911079,136.943928,0,1,0,0
愛知県,半田市,乙川新町一丁目,,4,7,-121334.6,-20849,34.906069,136.938517,0,1,0,0
愛知県,半田市,乙川新町三丁目,,1,7,-121080.6,-20628,34.908363,136.94093,0,1,0,0
愛知県,半田市,乙川新町二丁目,,57,7,-121307.1,-20707.7,34.906319,136.940062,0,1,0,0
愛知県,半田市,乙川深田町一丁目,,14,7,-120978.8,-20792.9,34.909277,136.939122,0,1,0,0
愛知県,半田市,乙川深田町二丁目,,21,7,-120792.6,-20926.5,34.910952,136.937656,0,1,0,0
愛知県,半田市,乙川西ノ宮町一丁目,,46,7,-120863.1,-20477,34.910325,136.942577,0,1,0,0
愛知県,半田市,乙川西ノ宮町三丁目,,35,7,-120748.1,-20678,34.911358,136.940373,0,1,0,0
愛知県,半田市,乙川西ノ宮町二丁目,,46,7,-120847.5,-20524,34.910466,136.94206,0,1,0,0
愛知県,半田市,乙川太田町一丁目,,61,7,-120861.3,-20125.5,34.91035,136.946422,0,1,0,0
愛知県,半田市,乙川太田町二丁目,,33,7,-121077.1,-20147.7,34.908403,136.946185,0,1,0,0
愛知県,半田市,乙川町,,53,7,-121648.6,-20836.9,34.903238,136.938658,0,1,0,0
愛知県,半田市,乙川殿町,,99,7,-121274,-20461.7,34.906623,136.942753,0,1,0,0
愛知県,半田市,乙川内山町,,23,7,-121458.6,-20680.7,34.904953,136.940361,0,1,0,0
愛知県,半田市,乙川畑田町一丁目,,51,7,-120563.3,-20566.5,34.913026,136.941589,0,1,0,0
愛知県,半田市,乙川畑田町三丁目,,42,7,-120386.5,-20574.2,34.91462,136.9415,0,1,0,0
愛知県,半田市,乙川畑田町二丁目,,1,7,-120443.6,-20559,34.914107,136.941668,0,1,0,0
愛知県,半田市,乙川八幡町一丁目,,1,7,-121330.1,-20419.7,34.906117,136.943215,0,1,0,0
愛知県,半田市,乙川八幡町三丁目,,1,7,-121513.8,-20406,34.904462,136.943369,0,1,0,0
愛知県,半田市,乙川八幡町二丁目,,52,7,-121494.3,-20541.2,34.904634,136.94189,0,1,0,0
愛知県,半田市,乙川稗田町,,51,7,-121357.8,-20219.4,34.905872,136.945407,0,1,0,0
愛知県,半田市,乙川浜側町一丁目,,1,7,-121521.3,-20281.9,34.904395,136.944727,0,1,0,0
愛知県,半田市,乙川浜側町二丁目,,74,7,-121448.3,-19865.5,34.905062,136.949282,0,1,0,0
愛知県,半田市,乙川北側町一丁目,,2,7,-120949.8,-20282,34.909548,136.944714,0,1,0,0
愛知県,半田市,乙川北側町二丁目,,58,7,-121007,-20371,34.90903,136.943738,0,1,0,0
愛知県,半田市,乙川末広町,,1,7,-122996.8,-19730.2,34.891105,136.950799,0,1,0,0
愛知県,半田市,乙川薬師町一丁目,,30,7,-120985.8,-20517.5,34.909219,136.942136,0,1,0,0
愛知県,半田市,乙川薬師町二丁目,,1,7,-120939.1,-20592.7,34.909638,136.941313,0,1,0,0
愛知県,半田市,花園町一丁目,,3,7,-125056.8,-23229.2,34.872461,136.912575,1,1,0,0
愛知県,半田市,花園町五丁目,,1,7,-125134.1,-23877.7,34.871749,136.905484,1,1,0,0
愛知県,半田市,花園町三丁目,,2,7,-124996.6,-23543.5,34.872996,136.909134,1,1,0,0
愛知県,半田市,花園町四丁目,,1,7,-124796.6,-23884,34.874791,136.905404,1,1,0,0
愛知県,半田市,花園町二丁目,,2,7,-125326.1,-23273.2,34.870033,136.9121,1,1,0,0
愛知県,半田市,花園町六丁目,,11,7,-125039.8,-24208.5,34.872591,136.901862,1,1,0,0
愛知県,半田市,花田町一丁目,,61,7,-120702.6,-19327.2,34.911796,136.955154,0,1,0,0
愛知県,半田市,花田町三丁目,,1,7,-120646.8,-19705.4,34.912292,136.951016,0,1,0,0
愛知県,半田市,花田町二丁目,,90,7,-120721.6,-19573.5,34.911619,136.95246,0,1,0,0
愛知県,半田市,滑楚町,,31,7,-121604.3,-24692.5,34.90355,136.896467,0,1,0,0
愛知県,半田市,勘内町,,5,7,-122175.6,-21485.2,34.898473,136.931577,0,1,0,0
愛知県,半田市,岩滑高山町一丁目,,116,7,-120633,-22607.4,34.912356,136.919256,0,1,0,0
愛知県,半田市,岩滑高山町五丁目,,106,7,-121234,-22920.9,34.906931,136.915841,0,1,0,0
愛知県,半田市,岩滑高山町三丁目,,108,7,-121258.3,-22629,34.906717,136.919036,0,1,0,0
愛知県,半田市,岩滑高山町四丁目,,1,7,-121284.1,-22815,34.90648,136.917002,0,1,0,0
愛知県,半田市,岩滑高山町七丁目,,1,7,-121091,-23213.2,34.908213,136.91264,0,1,0,0
愛知県,半田市,岩滑高山町二丁目,,69,7,-121081.5,-22705,34.90831,136.918201,0,1,0,0
愛知県,半田市,岩滑高山町八丁目,,107,7,-121271.3,-23181,34.906588,136.912995,0,1,0,0
愛知県,半田市,岩滑高山町六丁目,,7,7,-120985.3,-23060.2,34.909168,136.914311,0,1,0,0
愛知県,半田市,岩滑西町一丁目,,12,7,-120955.1,-23281.9,34.909435,136.911885,0,1,0,0
愛知県,半田市,岩滑西町九丁目,,36,7,-121558,-24327.2,34.903976,136.900462,0,1,0,0
愛知県,半田市,岩滑西町五丁目,,11,7,-120884.3,-23292,34.910074,136.91177,0,1,0,0
愛知県,半田市,岩滑西町三丁目,,15,7,-121101.1,-23674.9,34.90811,136.907588,0,1,0,0
愛知県,半田市,岩滑西町四丁目,,19,7,-120962.5,-23611.5,34.909362,136.908276,0,1,0,0
愛知県,半田市,岩滑西町七丁目,,22,7,-120646.3,-23886.5,34.912205,136.905258,0,1,0,0
愛知県,半田市,岩滑西町二丁目,,31,7,-121460.5,-23410.7,34.904877,136.910489,0,1,0,0
愛知県,半田市,岩滑西町八丁目,,57,7,-120980.8,-23882.2,34.909191,136.905315,0,1,0,0
愛知県,半田市,岩滑中町一丁目,,52,7,-120855.8,-22187,34.910356,136.923862,0,1,0,0
愛知県,半田市,岩滑中町五丁目,,5,7,-121062.3,-22428.2,34.908489,136.921229,0,1,0,0
愛知県,半田市,岩滑中町三丁目,,219,7,-121252.3,-22233.7,34.906781,136.923362,0,1,0,0
愛知県,半田市,岩滑中町四丁目,,179,7,-121441.1,-22349.9,34.905076,136.922097,0,1,0,0
愛知県,半田市,岩滑中町七丁目,,36,7,-120783.1,-22520.7,34.911005,136.920208,0,1,0,0
愛知県,半田市,岩滑中町二丁目,,19,7,-120934.1,-22285.7,34.909647,136.922785,0,1,0,0
愛知県,半田市,岩滑中町六丁目,,1,7,-120856.6,-22484,34.910342,136.920612,0,1,0,0
愛知県,半田市,岩滑東町一丁目,,69,7,-120858.6,-21651.7,34.910342,136.92972,0,1,0,0
愛知県,半田市,岩滑東町五丁目,,91,7,-121290.3,-22002.5,34.906441,136.925893,0,1,0,0
愛知県,半田市,岩滑東町三丁目,,120,7,-120807.8,-21969,34.910792,136.926246,0,1,0,0
愛知県,半田市,岩滑東町四丁目,,64,7,-121043.8,-21881.5,34.908667,136.927211,0,1,0,0
愛知県,半田市,岩滑東町二丁目,,106,7,-120641.6,-22069.7,34.912289,136.925139,0,1,0,0
愛知県,半田市,岩滑南浜町,,70,7,-120938.3,-21242,34.909632,136.934205,0,1,0,0
愛知県,半田市,岩滑北浜町,,64,7,-120786.1,-21451.7,34.911,136.931906,0,1,0,0
愛知県,半田市,雁宿町一丁目,,7,7,-122419.6,-22181.5,34.896259,136.923966,0,1,0,0
愛知県,半田市,雁宿町三丁目,,200,7,-122333.8,-23027.5,34.897013,136.914705,1,1,0,0
愛知県,半田市,雁宿町二丁目,,50,7,-122535.8,-22621.2,34.895201,136.919157,0,1,0,0
愛知県,半田市,亀崎月見町一丁目,,100,7,-119797.8,-18606.5,34.919964,136.96302,0,1,0,0
愛知県,半田市,亀崎月見町三丁目,,1,7,-119916,-18375.5,34.918903,136.965553,0,1,0,0
愛知県,半田市,亀崎月見町四丁目,,1,7,-120055.8,-18279.7,34.917645,136.966603,0,1,0,0
愛知県,半田市,亀崎月見町二丁目,,45,7,-119792.8,-18349.5,34.920015,136.965834,0,1,0,0
愛知県,半田市,亀崎高根町一丁目,,30,7,-119358,-19045.5,34.923923,136.958209,0,1,0,0
愛知県,半田市,亀崎高根町五丁目,,1,7,-119653.6,-19121.5,34.921256,136.957381,0,1,0,0
愛知県,半田市,亀崎高根町三丁目,,145,7,-119585.6,-19035.9,34.921871,136.958318,0,1,0,0
愛知県,半田市,亀崎高根町四丁目,,15,7,-119681.1,-19320.4,34.921004,136.955207,0,1,0,0
愛知県,半田市,亀崎高根町七丁目,,43,7,-119935.8,-19333,34.918709,136.955074,0,1,0,0
愛知県,半田市,亀崎高根町二丁目,,108,7,-119731.6,-18792.4,34.920558,136.960985,0,1,0,0
愛知県,半田市,亀崎高根町八丁目,,64,7,-120158.3,-19085.2,34.916705,136.957792,0,1,0,0
愛知県,半田市,亀崎高根町六丁目,,96,7,-119999.6,-19050.5,34.918137,136.958167,0,1,0,0
愛知県,半田市,亀崎常盤町一丁目,,39,7,-119790,-18705,34.920034,136.961944,0,1,0,0
愛知県,半田市,亀崎常盤町三丁目,,94,7,-120128.5,-18801.5,34.916981,136.960894,0,1,0,0
愛知県,半田市,亀崎常盤町四丁目,,120,7,-120329.6,-18815.7,34.915168,136.960744,0,1,0,0
愛知県,半田市,亀崎常盤町二丁目,,1,7,-119882.3,-18738.4,34.919201,136.961581,0,1,0,0
愛知県,半田市,亀崎新田町五丁目,,72,7,-119416.6,-18227.2,34.923408,136.967164,0,1,0,0
愛知県,半田市,亀崎新田町四丁目,,6,7,-119240.5,-18538.2,34.924992,136.963756,0,1,0,0
愛知県,半田市,亀崎相生町一丁目,,1,7,-119832,-18583.4,34.919657,136.963276,0,1,0,0
愛知県,半田市,亀崎相生町三丁目,,29,7,-120241.3,-18582.2,34.915967,136.963299,0,1,0,0
愛知県,半田市,亀崎相生町二丁目,,17,7,-120125,-18448.7,34.91702,136.964755,0,1,0,0
愛知県,半田市,亀崎大洞町五丁目,,1,7,-118834.6,-18990.2,34.92864,136.958799,0,1,0,0
愛知県,半田市,亀崎大洞町三丁目,,70,7,-118792.3,-18920.2,34.929023,136.959566,0,1,0,0
愛知県,半田市,亀崎大洞町四丁目,,35,7,-119032.1,-18836.2,34.926862,136.96049,0,1,0,0
愛知県,半田市,亀崎大洞町七丁目,,45,7,-119202.1,-18736.5,34.925333,136.961586,0,1,0,0
愛知県,半田市,亀崎大洞町二丁目,,1,7,-119018.1,-18572.2,34.926994,136.96338,0,1,0,0
愛知県,半田市,亀崎町一丁目,,56,7,-119879.3,-17832,34.919244,136.971501,0,1,0,0
愛知県,半田市,亀崎町九丁目,,1,7,-120591.8,-18721.2,34.912807,136.961783,0,1,0,0
愛知県,半田市,亀崎町五丁目,,32,7,-120314.6,-18465.5,34.915309,136.964575,0,1,0,0
愛知県,半田市,亀崎町三丁目,,86,7,-120178.6,-18213.4,34.916541,136.967333,0,1,0,0
愛知県,半田市,亀崎町四丁目,,57,7,-120207.6,-18368.2,34.916276,136.96564,0,1,0,0
愛知県,半田市,亀崎町七丁目,,1,7,-120354.1,-18710,34.914949,136.961902,0,1,0,0
愛知県,半田市,亀崎町十丁目,,10,7,-120738.3,-18834.2,34.911482,136.960551,0,1,0,0
愛知県,半田市,亀崎町二丁目,,1,7,-119929.8,-18097.2,34.918784,136.9686,0,1,0,0
愛知県,半田市,亀崎町八丁目,,1,7,-120390,-18835.4,34.914622,136.960531,0,1,0,0
愛知県,半田市,亀崎町六丁目,,1,7,-120433.3,-18598.9,34.914237,136.963121,0,1,0,0
愛知県,半田市,亀崎北浦町一丁目,,18,7,-119363.6,-18593.7,34.923879,136.963153,0,1,0,0
愛知県,半田市,亀崎北浦町三丁目,,98,7,-119906.6,-18111.9,34.918993,136.968438,0,1,0,0
愛知県,半田市,亀崎北浦町二丁目,,30,7,-119717.3,-18185.5,34.920698,136.967628,0,1,0,0
愛知県,半田市,吉田町一丁目,,76,7,-123270.6,-24575.7,34.888531,136.897794,0,1,0,0
愛知県,半田市,吉田町五丁目,,37,7,-123073.8,-24845,34.8903,136.894842,0,1,0,0
愛知県,半田市,吉田町三丁目,,41,7,-123134.8,-24552.4,34.889757,136.898044,0,1,0,0
愛知県,半田市,吉田町四丁目,,102,7,-123159.8,-24758,34.889527,136.895795,0,1,0,0
愛知県,半田市,吉田町七丁目,,66,7,-122559,-25002,34.894936,136.893109,0,1,0,0
愛知県,半田市,吉田町二丁目,,11,7,-123231.8,-24723,34.888879,136.896182,0,1,0,0
愛知県,半田市,吉田町八丁目,,62,7,-122524.5,-24610.7,34.895257,136.897388,0,1,0,0
愛知県,半田市,吉田町六丁目,,59,7,-122815.1,-24901.2,34.892629,136.894218,0,1,0,0
愛知県,半田市,宮本町一丁目,,1,7,-123458.5,-23135.2,34.886873,136.913558,0,1,0,0
愛知県,半田市,宮本町五丁目,,331,7,-123562.6,-23821.4,34.885916,136.906055,1,1,0,0
愛知県,半田市,宮本町三丁目,,215,7,-123842.8,-23350,34.883401,136.911218,1,1,0,0
愛知県,半田市,宮本町四丁目,,102,7,-123420.5,-23400.4,34.887208,136.910655,1,1,0,0
愛知県,半田市,宮本町二丁目,,43,7,-123713.8,-23126.4,34.884571,136.913663,0,1,0,0
愛知県,半田市,宮本町六丁目,,201,7,-123691.6,-23797.2,34.884754,136.906322,1,1,0,0
愛知県,半田市,宮路町,,151,7,-121796.6,-22087.5,34.901876,136.924975,0,1,0,0
愛知県,半田市,協和町一丁目,,36,7,-123044.3,-21663,34.890639,136.929653,0,1,0,0
愛知県,半田市,協和町二丁目,,85,7,-123176.5,-21742.2,34.889445,136.92879,0,1,0,0
愛知県,半田市,郷中町一丁目,,62,7,-123310.3,-21807,34.888238,136.928085,0,1,0,0
愛知県,半田市,郷中町三丁目,,1,7,-123403.1,-21795.2,34.887402,136.928216,0,1,0,0
愛知県,半田市,郷中町二丁目,,22,7,-123387.8,-21844.9,34.887537,136.927673,0,1,0,0
愛知県,半田市,桐ケ丘一丁目,,105,7,-123348.8,-23034.5,34.887863,136.914658,1,1,0,0
愛知県,半田市,桐ケ丘五丁目,,109,7,-123327.1,-23277.7,34.888053,136.911995,1,1,0,0
愛知県,半田市,桐ケ丘三丁目,,15,7,-123024.5,-22917.5,34.89079,136.915928,1,1,0,0
愛知県,半田市,桐ケ丘四丁目,,215,7,-123144.6,-23171.7,34.889699,136.91315,1,1,0,0
愛知県,半田市,桐ケ丘二丁目,,202,7,-123092.3,-22756.4,34.890182,136.917693,0,1,0,0
愛知県,半田市,金山町一丁目,,75,7,-122090.6,-26241.7,34.899127,136.879528,0,1,0,0
愛知県,半田市,銀座本町一丁目,,15,7,-122477.3,-21327.2,34.895757,136.933312,0,1,0,0
愛知県,半田市,銀座本町五丁目,,21,7,-122838.6,-21330.5,34.892499,136.933287,0,1,0,0
愛知県,半田市,銀座本町三丁目,,17,7,-122701.6,-21355.4,34.893734,136.93301,0,1,0,0
愛知県,半田市,銀座本町四丁目,,11,7,-122786.1,-21337.4,34.892972,136.93321,0,1,0,0
愛知県,半田市,銀座本町二丁目,,1,7,-122565.8,-21385.9,34.894956,136.932673,0,1,0,0
愛知県,半田市,君ケ橋町一丁目,,80,7,-123860.8,-25181.9,34.883195,136.891179,0,1,0,0
愛知県,半田市,君ケ橋町三丁目,,74,7,-124372.1,-25162,34.878588,136.891413,0,1,0,0
愛知県,半田市,君ケ橋町二丁目,,92,7,-124000,-25232.2,34.88194,136.890633,0,1,0,0
愛知県,半田市,源平町,,5,7,-122775.8,-21099.5,34.89307,136.935812,0,1,0,0
愛知県,半田市,古浜町,,1,7,-121794.8,-20246.7,34.901932,136.94512,0,1,0,0
愛知県,半田市,御幸町,,1,7,-122658.6,-21484.7,34.894119,136.931594,0,1,0,0
愛知県,半田市,向山町一丁目,,140,7,-120980.8,-19818.4,34.909278,136.949786,0,1,0,0
愛知県,半田市,向山町三丁目,,1,7,-120988.1,-19624.5,34.909216,136.951908,0,1,0,0
愛知県,半田市,向山町二丁目,,3,7,-121062.5,-19857.5,34.908541,136.949361,0,1,0,0
愛知県,半田市,幸町一丁目,,1,7,-123011.5,-21119.7,34.890946,136.935597,0,1,0,0
愛知県,半田市,幸町二丁目,,24,7,-123137.1,-20848.5,34.889819,136.938567,0,1,0,0
愛知県,半田市,広小路町,,1,7,-122713.6,-21969.4,34.893613,136.926294,0,1,0,0
愛知県,半田市,庚申町一丁目,,18,7,-120143.1,-20030,34.916825,136.947451,0,1,0,0
愛知県,半田市,庚申町二丁目,,55,7,-120204.6,-20095,34.916269,136.946741,0,1,0,0
愛知県,半田市,更生町一丁目,,9,7,-122957.5,-21998,34.891413,136.925985,0,1,0,0
愛知県,半田市,更生町二丁目,,4,7,-123037.3,-21848,34.890697,136.927629,0,1,0,0
愛知県,半田市,港町一丁目,,62,7,-123423.1,-21359.7,34.88723,136.932981,0,1,0,0
愛知県,半田市,港町三丁目,,6,7,-123625,-21469.7,34.885407,136.931783,0,1,0,0
愛知県,半田市,港町四丁目,,1,7,-124265.1,-21110.9,34.879643,136.935724,0,1,0,0
愛知県,半田市,港町二丁目,,87,7,-123501.6,-21439,34.886519,136.932116,0,1,0,0
愛知県,半田市,港本町一丁目,,9,7,-123211.5,-21464.5,34.889136,136.93183,0,1,0,0
愛知県,半田市,港本町三丁目,,1,7,-123363,-21622.2,34.887766,136.93011,0,1,0,0
愛知県,半田市,港本町四丁目,,1,7,-123470.5,-21668.7,34.886795,136.929602,0,1,0,0
愛知県,半田市,港本町二丁目,,1,7,-123285.1,-21537.7,34.888471,136.93103,0,1,0,0
愛知県,半田市,荒古町一丁目,,1,7,-122890.3,-21251.2,34.892035,136.934155,0,1,0,0
愛知県,半田市,荒古町二丁目,,10,7,-123006.3,-21266.2,34.89099,136.933995,0,1,0,0
愛知県,半田市,高砂町,,143,7,-121998.8,-19609.5,34.900105,136.952097,0,1,0,0
愛知県,半田市,高峯町,,20,7,-122794.1,-25500,34.892805,136.887666,0,1,0,0
愛知県,半田市,黒石町,,149,7,-122770.8,-25069.2,34.893025,136.89238,0,1,0,0
愛知県,半田市,砂谷町,,66,7,-121821.5,-24891,34.901587,136.894301,0,1,0,0
愛知県,半田市,山ノ神町,,34,7,-122934.3,-21501.7,34.891632,136.931417,0,1,0,0
愛知県,半田市,山崎町,,1,7,-122541.3,-21441,34.895176,136.93207,0,1,0,0
愛知県,半田市,山代町一丁目,,104,7,-122799.6,-23791.9,34.892797,136.906355,1,1,0,0
愛知県,半田市,山代町四丁目,,88,7,-123021.3,-24044.7,34.890791,136.903595,0,1,0,0
愛知県,半田市,山代町二丁目,,105,7,-122696.3,-23711.2,34.893729,136.907236,1,1,0,0
愛知県,半田市,四方木町,,22,7,-123625,-25379.5,34.885317,136.88901,0,1,0,0
愛知県,半田市,枝山町,,40,7,-121948.5,-24008.7,34.900464,136.903958,0,1,0,0
愛知県,半田市,寺町,,29,7,-124005.6,-21963.7,34.881965,136.926388,0,1,0,0
愛知県,半田市,七本木町一丁目,,71,7,-119875.8,-19894,34.919238,136.948932,0,1,0,0
愛知県,半田市,州の崎町,,2,7,-118944.1,-18091.5,34.927669,136.968639,0,1,0,0
愛知県,半田市,住吉町一丁目,,19,7,-121092.6,-21646.7,34.908231,136.929782,0,1,0,0
愛知県,半田市,住吉町五丁目,,120,7,-121748.8,-21284.9,34.902326,136.933759,0,1,0,0
愛知県,半田市,住吉町三丁目,,88,7,-121422.8,-21794.7,34.905253,136.928171,0,1,0,0
愛知県,半田市,住吉町四丁目,,43,7,-121614.6,-21742.9,34.903525,136.928743,0,1,0,0
愛知県,半田市,住吉町七丁目,,35,7,-122162.1,-21540.7,34.898592,136.930969,0,1,0,0
愛知県,半田市,住吉町二丁目,,179,7,-121321.1,-21749.5,34.906171,136.928663,0,1,0,0
愛知県,半田市,住吉町八丁目,,32,7,-122350,-21581.7,34.8969,136.930525,0,1,0,0
愛知県,半田市,住吉町六丁目,,22,7,-122068.5,-21597,34.899436,136.93035,0,1,0,0
愛知県,半田市,十一号地,,4,7,-124285,-19982.5,34.879489,136.94807,0,1,0,0
愛知県,半田市,十三塚町,,58,7,-122111.6,-26786.4,34.898924,136.87357,0,1,0,0
愛知県,半田市,出口町一丁目,,8,7,-121684.6,-22396.7,34.902881,136.92159,0,1,0,0
愛知県,半田市,出口町二丁目,,202,7,-121528.6,-22578.5,34.904282,136.919597,0,1,0,0
愛知県,半田市,春日町一丁目,,25,7,-123880.3,-22671.2,34.88308,136.918645,0,1,0,0
愛知県,半田市,春日町三丁目,,19,7,-123580.1,-22914,34.885781,136.915983,0,1,0,0
愛知県,半田市,春日町二丁目,,26,7,-123777.1,-22750.2,34.884008,136.917778,0,1,0,0
愛知県,半田市,小神町,,7,7,-120635.1,-19908.7,34.912393,136.94879,0,1,0,0
愛知県,半田市,昭和町一丁目,,1,7,-122563.3,-22033.7,34.894967,136.925585,0,1,0,0
愛知県,半田市,昭和町三丁目,,13,7,-123564.8,-22463.4,34.885928,136.920911,0,1,0,0
愛知県,半田市,昭和町四丁目,,32,7,-123729,-22601.7,34.884445,136.919402,0,1,0,0
愛知県,半田市,昭和町二丁目,,25,7,-123252.6,-22288.5,34.888748,136.922817,0,1,0,0
愛知県,半田市,松堀町,,214,7,-122302.6,-24883.2,34.897252,136.894399,0,1,0,0
愛知県,半田市,上池町一丁目,,47,7,-118906.5,-19946.5,34.927976,136.948334,0,1,0,0
愛知県,半田市,上池町五丁目,,46,7,-119171.6,-20166,34.925581,136.945939,0,1,0,0
愛知県,半田市,上池町三丁目,,6,7,-118981.1,-20169.7,34.927298,136.945894,0,1,0,0
愛知県,半田市,上池町四丁目,,41,7,-119062.8,-19977.5,34.926564,136.947999,0,1,0,0
愛知県,半田市,上池町二丁目,,13,7,-118735.3,-20333.7,34.92951,136.944092,0,1,0,0
愛知県,半田市,上定光町一丁目,,20,7,-117926.1,-20489.4,34.936802,136.942369,0,1,0,0
愛知県,半田市,上定光町二丁目,,4,7,-118044.8,-20335.2,34.935735,136.944059,0,1,0,0
愛知県,半田市,上浜町,,10,7,-122443,-20950,34.896073,136.937441,0,1,0,0
愛知県,半田市,新栄町,,1,7,-122879.3,-21109.2,34.892138,136.935708,0,1,0,0
愛知県,半田市,新宮町五丁目,,101,7,-124170.3,-24754.7,34.880417,136.895861,0,1,0,0
愛知県,半田市,新宮町三丁目,,78,7,-123951.6,-24035.9,34.882407,136.903719,0,1,0,0
愛知県,半田市,新宮町四丁目,,103,7,-124240.8,-24300.2,34.879792,136.900835,0,1,0,0
愛知県,半田市,新宮町二丁目,,1,7,-124204.6,-23999.7,34.880127,136.904122,0,1,0,0
愛知県,半田市,新居町一丁目,,1,7,-120666.6,-19076,34.912123,136.957905,0,1,0,0
愛知県,半田市,新居町五丁目,,5,7,-121023.3,-18964.4,34.908912,136.959134,0,1,0,0
愛知県,半田市,新居町三丁目,,7,7,-121067.5,-19334.2,34.908507,136.955086,0,1,0,0
愛知県,半田市,新居町四丁目,,1,7,-120884.6,-19127.7,34.910158,136.957342,0,1,0,0
愛知県,半田市,新居町七丁目,,100,7,-121348.6,-19040.7,34.905977,136.958305,0,1,0,0
愛知県,半田市,新居町二丁目,,61,7,-120854.5,-19179.4,34.910429,136.956776,0,1,0,0
愛知県,半田市,新居町六丁目,,89,7,-121325.8,-19264.9,34.906179,136.955851,0,1,0,0
愛知県,半田市,新生町一丁目,,1,7,-120838.1,-25032.9,34.910449,136.892719,0,1,0,0
愛知県,半田市,新生町五丁目,,36,7,-121162.6,-25333,34.907516,136.889443,0,1,0,0
愛知県,半田市,新生町三丁目,,19,7,-120968.6,-25172.7,34.909269,136.891192,0,1,0,0
愛知県,半田市,新生町四丁目,,11,7,-120832,-25332.7,34.910497,136.889438,0,1,0,0
愛知県,半田市,新生町七丁目,,30,7,-121280.6,-25042.7,34.90646,136.892625,0,1,0,0
愛知県,半田市,新生町二丁目,,57,7,-121106.8,-25152.9,34.908023,136.891413,0,1,0,0
愛知県,半田市,新生町六丁目,,70,7,-121267.3,-25230.4,34.906576,136.89057,0,1,0,0
愛知県,半田市,新川町,,45,7,-122803.1,-21544.9,34.892816,136.93094,0,1,0,0
愛知県,半田市,新池町一丁目,,205,7,-119806.8,-20845.7,34.91984,136.938515,0,1,0,0
愛知県,半田市,新池町二丁目,,202,7,-119716.5,-20885.2,34.920653,136.938081,0,1,0,0
愛知県,半田市,新野町一丁目,,61,7,-124403.8,-25900.9,34.878284,136.88333,0,1,0,0
愛知県,半田市,新野町二丁目,,33,7,-124347.1,-26532,34.878777,136.876425,0,1,0,0
愛知県,半田市,深谷町,,69,7,-122079.1,-24363.9,34.899278,136.900077,0,1,0,0
愛知県,半田市,神代町一丁目,,18,7,-122594,-25991.7,34.894596,136.882282,0,1,0,0
愛知県,半田市,神代町二丁目,,70,7,-122481.1,-25802.2,34.895619,136.884351,0,1,0,0
愛知県,半田市,神田町一丁目,,64,7,-123872.6,-24215,34.883113,136.901758,0,1,0,0
愛知県,半田市,神田町三丁目,,69,7,-123871.3,-24852.9,34.883111,136.894779,0,1,0,0
愛知県,半田市,神田町二丁目,,7,7,-123693.3,-24554,34.884721,136.898042,0,1,0,0
愛知県,半田市,神明町一丁目,,1,7,-123944.6,-21534.9,34.882525,136.93108,0,1,0,0
愛知県,半田市,神明町二丁目,,1,7,-124074.3,-21294.5,34.88136,136.933712,0,1,0,0
愛知県,半田市,瑞穂町一丁目,,1,7,-122637.5,-20464.2,34.894331,136.942759,0,1,0,0
愛知県,半田市,瑞穂町九丁目,,12,7,-123172.3,-20773,34.889502,136.939393,0,1,0,0
愛知県,半田市,瑞穂町五丁目,,2,7,-123385.1,-20477.2,34.887591,136.942635,0,1,0,0
愛知県,半田市,瑞穂町三丁目,,3,7,-123207.6,-20270.2,34.889195,136.944896,0,1,0,0
愛知県,半田市,瑞穂町四丁目,,8,7,-123598.6,-20262.2,34.885669,136.944993,0,1,0,0
愛知県,半田市,瑞穂町七丁目,,8,7,-123486,-20938,34.886671,136.937598,0,1,0,0
愛知県,半田市,瑞穂町十丁目,,14,7,-123010.3,-20441.7,34.89097,136.943014,0,1,0,0
愛知県,半田市,瑞穂町二丁目,,2,7,-123159.1,-20022.7,34.889637,136.947604,0,1,0,0
愛知県,半田市,瑞穂町八丁目,,3,7,-123317.8,-20872.2,34.888188,136.938313,0,1,0,0
愛知県,半田市,瑞穂町六丁目,,7,7,-123618.3,-20575.4,34.885486,136.941567,0,1,0,0
愛知県,半田市,成岩東町,,37,7,-124208.3,-22056,34.880136,136.925385,0,1,0,0
愛知県,半田市,成岩本町一丁目,,5,7,-123584.6,-21942.7,34.885762,136.926607,0,1,0,0
愛知県,半田市,成岩本町三丁目,,39,7,-123931.3,-22052.2,34.882632,136.925418,0,1,0,0
愛知県,半田市,成岩本町四丁目,,14,7,-124010.1,-22225.5,34.88192,136.923526,0,1,0,0
愛知県,半田市,成岩本町二丁目,,1,7,-123639.1,-22003,34.885269,136.925949,0,1,0,0
愛知県,半田市,星崎町一丁目,,18,7,-122338.3,-22335.5,34.896988,136.922278,0,1,0,0
愛知県,半田市,星崎町三丁目,,46,7,-122011.1,-22297,34.89994,136.92269,0,1,0,0
愛知県,半田市,星崎町二丁目,,208,7,-122013,-22590,34.899915,136.919485,1,1,0,0
愛知県,半田市,清城町一丁目,,1,7,-122109.1,-23053,34.899039,136.914421,0,1,0,0
愛知県,半田市,清城町三丁目,,2,7,-122307.1,-23330.2,34.897247,136.911394,1,1,0,0
