都道府県名,municipality,oaza,town,aza,街区符号・地番,座標系番号,Ｘ座標,Ｙ座標,latitude,longitude,住居表示フラグ,代表フラグ,更新前履歴フラグ,更新後履歴フラグ
愛知県,阿久比町,大字福住,,平野,21,7,-117007.8,-22490.9,34.945039,136.920434,0,1,0,0
愛知県,阿久比町,大字福住,,井堀,2,7,-117149.1,-22548.5,34.943762,136.919806,0,1,0,0
愛知県,阿久比町,大字福住,,松本,65,7,-116726.3,-22525.2,34.947575,136.92005,0,1,0,0
愛知県,阿久比町,大字福住,,坊田,38,7,-117341.8,-22449.5,34.942028,136.920895,0,1,0,0
愛知県,阿久比町,大字福住,,高根台,1,7,-115648,-22327.7,34.957299,136.922183,0,1,0,0
愛知県,阿久比町,大字福住,,中峯,17,7,-116484.1,-22364,34.949762,136.921807,0,1,0,0
愛知県,阿久比町,大字福住,,荒古,109,7,-117127.5,-22385.9,34.943961,136.921586,0,1,0,0
愛知県,阿久比町,大字福住,,六反田,4,7,-117104.8,-22385.2,34.944166,136.921593,0,1,0,0
愛知県,阿久比町,大字福住,,西前田,53,7,-117433.6,-22297.7,34.941203,136.922561,0,1,0,0
愛知県,阿久比町,大字福住,,東脇,78,7,-116826.3,-22238.2,34.94668,136.923193,0,1,0,0
愛知県,阿久比町,大字福住,,脇,1,7,-116763.1,-22273.2,34.947248,136.922809,0,1,0,0
愛知県,阿久比町,大字福住,,馬越,13,7,-116235.8,-22044.2,34.952007,136.925305,0,1,0,0
愛知県,阿久比町,大字福住,,申田,71,7,-117424.5,-22110.4,34.94129,136.92461,0,1,0,0
愛知県,阿久比町,大字福住,,南池,41,7,-117584.3,-21907,34.939852,136.926841,0,1,0,0
愛知県,阿久比町,大字椋岡,,丸山,1,7,-119121.6,-22794.2,34.925975,136.917169,0,1,0,0
愛知県,阿久比町,大字椋岡,,長光寺,1,7,-119232.3,-22784.7,34.924979,136.917277,0,1,0,0
愛知県,阿久比町,大字椋岡,,西畑,4,7,-119078.3,-22744.7,34.926367,136.917711,0,1,0,0
愛知県,阿久比町,大字椋岡,,天白,12,7,-119202,-22712.9,34.925252,136.918063,0,1,0,0
愛知県,阿久比町,大字椋岡,,菱田,8,7,-118643.5,-22600.4,34.93029,136.919279,0,1,0,0
愛知県,阿久比町,大字椋岡,,唐松,1,7,-119266.1,-22623.2,34.924678,136.919046,0,1,0,0
愛知県,阿久比町,大字椋岡,,南畑,2,7,-119159,-22628,34.925643,136.918991,0,1,0,0
愛知県,阿久比町,大字椋岡,,英比屋敷,31,7,-118998.5,-22614.7,34.92709,136.919132,0,1,0,0
愛知県,阿久比町,大字椋岡,,角前田,32,7,-119560.6,-22614,34.922023,136.919154,0,1,0,0
愛知県,阿久比町,大字椋岡,,道上,2,7,-118955,-22600.4,34.927483,136.919287,0,1,0,0
愛知県,阿久比町,大字椋岡,,徳吉,1,7,-119690.6,-22454.2,34.920855,136.920907,0,1,0,0
愛知県,阿久比町,大字椋岡,,,1,7,-119645.3,-22376.9,34.921264,136.921752,0,1,0,0
愛知県,阿久比町,大字椋岡,,後畑,1,7,-119312.6,-22501.5,34.924259,136.920378,0,1,0,0
愛知県,阿久比町,大字椋岡,,中長,18,7,-118926.8,-22441.5,34.927739,136.921026,0,1,0,0
愛知県,阿久比町,大字椋岡,,祭礼坊,1,7,-118926.1,-22375,34.927748,136.921754,0,1,0,0
愛知県,阿久比町,大字矢高,,小沢,50,7,-119307.5,-25609.9,34.924233,136.886358,0,1,0,0
愛知県,阿久比町,大字矢高,,楪西,47,7,-118992.3,-25499.7,34.927076,136.887553,0,1,0,0
愛知県,阿久比町,大字矢高,,西の台,3,7,-119387,-25072.2,34.92353,136.892246,0,1,0,0
愛知県,阿久比町,大字矢高,,八ケ谷,74,7,-118666.1,-25087.9,34.930028,136.892052,0,1,0,0
愛知県,阿久比町,大字矢高,,楪東,49,7,-119002.3,-25111.5,34.926997,136.891802,0,1,0,0
愛知県,阿久比町,大字矢高,,新五城,17,7,-118863.1,-24699.9,34.928261,136.896305,0,1,0,0
愛知県,阿久比町,大字矢高,,西新田,34,7,-119680.6,-24631.5,34.920893,136.897076,0,1,0,0
愛知県,阿久比町,大字矢高,,新田,20,7,-119558.1,-24269.4,34.922006,136.901038,0,1,0,0
愛知県,阿久比町,大字矢高,,五郎廻間,9,7,-119105.8,-24254.7,34.926085,136.901184,0,1,0,0
愛知県,阿久比町,大字矢高,,見立,148,7,-119860.6,-24268.9,34.91928,136.90105,0,1,0,0
愛知県,阿久比町,大字矢高,,不知廻間,3,7,-119322.5,-24109.4,34.924135,136.902781,0,1,0,0
愛知県,阿久比町,大字矢高,,井戸ケ谷,1,7,-118939.8,-23810.2,34.927591,136.906045,0,1,0,0
愛知県,阿久比町,大字矢高,,樫木田,25,7,-119800.3,-23844.7,34.919834,136.905691,0,1,0,0
愛知県,阿久比町,大字矢高,,六反,5,7,-119467.1,-23935.9,34.922834,136.904684,0,1,0,0
愛知県,阿久比町,大字矢高,,西油ン水,10,7,-119241.8,-23955.7,34.924866,136.90446,0,1,0,0
愛知県,阿久比町,大字矢高,,島田,30,7,-119530.6,-23815,34.922266,136.906008,0,1,0,0
愛知県,阿久比町,大字矢高,,東油ン水,7,7,-119189.1,-23737,34.925345,136.906854,0,1,0,0
愛知県,阿久比町,大字矢高,,高岡北,27,7,-119413.5,-23741.5,34.923324,136.906811,0,1,0,0
愛知県,阿久比町,大字矢高,,青木,10,7,-119336.1,-23561.9,34.924024,136.908774,0,1,0,0
愛知県,阿久比町,大字矢高,,高岡南,33,7,-119564.5,-23616,34.921965,136.908188,0,1,0,0
愛知県,阿久比町,大字矢高,,東山,3,7,-119468.6,-23528.2,34.922831,136.909146,0,1,0,0
愛知県,阿久比町,大字矢高,,石根,37,7,-119203.3,-23485.2,34.925224,136.909608,0,1,0,0
愛知県,阿久比町,大字矢高,,才名,15,7,-119098.3,-23555.9,34.926169,136.908834,0,1,0,0
愛知県,阿久比町,大字矢高,,寺後,22,7,-118985.1,-23458.9,34.927191,136.909892,0,1,0,0
愛知県,阿久比町,大字矢高,,仲組,1,7,-119127.8,-23366.5,34.925908,136.910907,0,1,0,0
愛知県,阿久比町,大字矢高,,高中根,2,7,-119435.1,-23341.2,34.923136,136.911192,0,1,0,0
愛知県,阿久比町,大字矢高,,内越,31,7,-119487.8,-23378.5,34.922662,136.910785,0,1,0,0
愛知県,阿久比町,大字矢高,,谷向,1,7,-119341.3,-23197.4,34.923985,136.912764,0,1,0,0
愛知県,阿久比町,大字矢高,,谷,18,7,-119221.5,-23254.4,34.925064,136.912137,0,1,0,0
愛知県,阿久比町,大字矢高,,地蔵峯,5,7,-119014.6,-23218.9,34.926931,136.912519,0,1,0,0
愛知県,阿久比町,大字矢高,,地蔵組,15,7,-119198.3,-23101,34.925277,136.913815,0,1,0,0
愛知県,阿久比町,大字矢高,,覚堂坊,16,7,-119356.1,-23063.7,34.923856,136.914227,0,1,0,0
愛知県,阿久比町,大字矢高,,三ノ山高,1,7,-119394.5,-23049.7,34.92351,136.914382,0,1,0,0
愛知県,阿久比町,大字矢高,,西長光寺,1,7,-119235.1,-23028,34.924948,136.914614,0,1,0,0
愛知県,阿久比町,大字矢高,,五反田,40,7,-119293.6,-23023.7,34.924421,136.914663,0,1,0,0
愛知県,阿久比町,大字矢高,,出口,1,7,-119580.8,-22912.4,34.921832,136.915889,0,1,0,0
愛知県,阿久比町,大字矢高,,平地,1,7,-119368.3,-22938.2,34.923749,136.915602,0,1,0,0
愛知県,阿久比町,大字矢高,,梶明,2,7,-119766.3,-22843.5,34.920163,136.916648,0,1,0,0
愛知県,阿久比町,大字矢高,,東郷,41,7,-119491.1,-22815.4,34.922645,136.916948,0,1,0,0
愛知県,阿久比町,大字矢高,,高岡前,32,7,-119535.8,-22822.7,34.922241,136.916869,0,1,0,0
