都道府県名,municipality,oaza,aza,街区符号・地番,座標系番号,Ｘ座標,Ｙ座標,latitude,longitude,住居表示フラグ,代表フラグ,更新前履歴フラグ,更新後履歴フラグ
愛知県,武豊町,大字東大高,上矢田平,7,7,-129291.6,-24051.9,34.834266,136.903696,0,1,0,0
愛知県,武豊町,大字なし,字六貫山一丁目,39,7,-127879.6,-24264.7,34.846989,136.901328,0,1,0,0
愛知県,武豊町,大字なし,字六貫山四丁目,1,7,-127972.1,-24274.5,34.846156,136.901224,0,1,0,0
愛知県,武豊町,大字なし,字桜ケ丘四丁目,22,7,-127668.6,-24235.5,34.848892,136.901642,0,1,0,0
愛知県,武豊町,大字なし,字平井田,10,7,-126386,-24188.7,34.860456,136.902117,0,1,0,0
愛知県,武豊町,大字なし,字桜ケ丘三丁目,41,7,-127541.8,-24254.2,34.850034,136.901433,0,1,0,0
愛知県,武豊町,大字なし,字桜ケ丘一丁目,1,7,-127455.3,-24229.4,34.850816,136.901703,0,1,0,0
愛知県,武豊町,大字なし,字北中根五丁目,34,7,-127335.3,-24211.2,34.851897,136.901898,0,1,0,0
愛知県,武豊町,大字なし,字六貫山五丁目,1,7,-128150.6,-24202.4,34.844549,136.902018,0,1,0,0
愛知県,武豊町,大字なし,字北中根四丁目,46,7,-127150,-24231.5,34.853569,136.90167,0,1,0,0
愛知県,武豊町,大字なし,字長宗一丁目,1,7,-126860.5,-24138,34.85618,136.902684,0,1,0,0
愛知県,武豊町,大字冨貴,道廻間,4,7,-130312.6,-24016.9,34.825063,136.904109,0,1,0,0
愛知県,武豊町,大字冨貴,道兼,1,7,-130071.1,-23967.5,34.827241,136.90464,0,1,0,0
愛知県,武豊町,大字東大高,大高山,75,7,-129114.1,-24171.2,34.835863,136.902387,0,1,0,0
愛知県,武豊町,大字東大高,下矢田平,101,7,-128909.6,-24138.7,34.837707,136.902737,0,1,0,0
愛知県,武豊町,大字東大高,雲霞山,140,7,-128809.1,-24137,34.838614,136.902752,0,1,0,0
愛知県,武豊町,大字なし,字梨子ノ木二丁目,1,7,-125594.8,-24148,34.86759,136.902539,0,1,0,0
愛知県,武豊町,大字なし,字梨子ノ木一丁目,24,7,-125480.8,-24142,34.868617,136.902601,0,1,0,0
愛知県,武豊町,大字なし,字旭ケ丘一丁目,1,7,-128266.8,-24095.2,34.843504,136.903192,0,1,0,0
愛知県,武豊町,大字なし,字六貫山三丁目,1,7,-128081,-24119.2,34.845179,136.902926,0,1,0,0
愛知県,武豊町,大字なし,字楠四丁目,1,7,-127772,-24059.5,34.847966,136.90357,0,1,0,0
愛知県,武豊町,大字なし,字長宗二丁目,1,7,-126562.8,-23891,34.85887,136.905378,0,1,0,0
愛知県,武豊町,大字冨貴,影井,52,7,-129740.1,-24082.2,34.830222,136.903379,0,1,0,0
愛知県,武豊町,大字なし,字北中根六丁目,2,7,-127354.5,-24070.5,34.851728,136.903437,0,1,0,0
愛知県,武豊町,大字なし,字平井四丁目,3,7,-126229.5,-24064,34.861871,136.903476,0,1,0,0
愛知県,武豊町,大字冨貴,石田,11,7,-130703.8,-23838.2,34.821541,136.906073,0,1,0,0
愛知県,武豊町,大字冨貴,稲荷,23,7,-131335.3,-23644.5,34.815852,136.908208,0,1,0,0
愛知県,武豊町,大字なし,字六貫山二丁目,1,7,-127952.8,-23934.4,34.846336,136.904944,0,1,0,0
愛知県,武豊町,大字なし,字青木ケ丘一丁目,1,7,-126929.6,-24000.5,34.855561,136.904191,0,1,0,0
愛知県,武豊町,大字なし,字上起,29,7,-128251,-23994.5,34.843648,136.904295,0,1,0,0
愛知県,武豊町,大字東大高,瓶竈,3,7,-129356.8,-23977.7,34.83368,136.904511,0,1,0,0
愛知県,武豊町,大字冨貴,酉新田,96,7,-130999.6,-23827.2,34.818874,136.906201,0,1,0,0
愛知県,武豊町,大字東大高,新田畑,65,7,-129160.8,-23946.5,34.835448,136.904845,0,1,0,0
愛知県,武豊町,大字なし,字桜ケ丘二丁目,1,7,-127419.6,-23925.5,34.851145,136.905025,0,1,0,0
愛知県,武豊町,大字なし,字旭ケ丘二丁目,1,7,-128140.6,-23886.7,34.844645,136.905471,0,1,0,0
愛知県,武豊町,大字なし,字楠三丁目,1,7,-127596.1,-23872,34.849556,136.905615,0,1,0,0
